id_guide,name_desp,dir_derp,name_rec,dir_rec,date,heigth,presio,city_desp,city_rec,consecutivo,n1,n2,n3,n4
387691,Aaron Bennett,0600 Reindahl Point,Jerry Boyd,52 Monument Center,2013-11-07,73.69,647,Indian Wells,Manhattan Beach,42,6,6608969,44,8
294526,Mary Olson,0082 Saint Paul Place,Norma Ross,109 Ryan Court,2014-08-04,52.96,719,East Palo Alto,Arvin,43,56,6688599,90,61
550575,Ann Gonzales,01345 Pierstorff Trail,Melissa Stanley,7 Dixon Place,2014-03-19,73.96,796,Culver City,Studio City,44,59,6744616,76,39
527587,Aaron Watson,60045 Holmberg Drive,Karen Carter,516 Stephen Drive,2014-01-10,83.28,559,Ross,Brentwood,45,12,6595318,7,41
583250,Debra Hawkins,15 Golf Course Court,Frances Welch,0895 Dwight Pass,2014-07-06,19.73,563,Hermosa Beach,Atascadero,46,3,6570949,13,22
865479,Joan Evans,35 Schiller Place,Raymond Gonzalez,47 Heffernan Street,2013-12-26,1.68,546,Gustine,Banning,47,10,6877485,40,15
285085,Bobby Green,12 Warbler Plaza,Maria Carpenter,4 Quincy Street,2014-01-14,30.23,630,Auburn,King City,48,84,6681342,78,33
415585,Patricia Willis,1 Lindbergh Road,Nicholas Jackson,56622 Twin Pines Way,2013-12-30,99.84,716,Placerville,Pinole,49,37,6681166,22,35
166025,Judith Phillips,54544 Cottonwood Court,Lois Holmes,912 Anderson Parkway,2014-03-28,44.59,633,Norco,Martinez,50,36,6705981,20,27
584561,Willie Johnston,0906 Little Fleur Street,Patrick Howard,48 Golden Leaf Avenue,2014-03-16,10.97,561,Cupertino,Lompoc,51,41,6743243,100,29
803643,Betty Black,22362 Barnett Way,Walter Black,56935 Crownhardt Drive,2014-01-07,64.99,594,Los Altos Hills,Sebastopol,52,85,6774756,70,9
731336,Gary Hayes,97217 East Hill,David Matthews,89 Stone Corner Junction,2014-03-07,78.82,682,Hercules,Oakdale,53,84,6822198,37,4
378859,Jean Lee,946 Surrey Road,Steven Bell,30 Lindbergh Way,2013-10-26,96.2,554,Colfax,Tehama,54,64,6590396,13,73
854809,Victor Miller,32347 Utah Plaza,Lawrence Robertson,5 Ridge Oak Trail,2013-10-16,98.59,575,California City,Menlo Park,55,90,6807636,90,10
691024,Jeremy Davis,636 Esker Center,Melissa Carpenter,0417 Loeprich Terrace,2013-10-31,32.56,482,Orinda,Rio Dell,56,86,6648593,97,16
478182,Juan Edwards,9 Blue Bill Park Parkway,Donald Ortiz,7 Clove Place,2013-11-24,66.47,624,Lafayette,San Marino,57,96,6674833,40,73
203950,Cynthia Fowler,15191 3rd Alley,Doris Powell,64225 Cherokee Court,2014-04-29,17.36,728,Cupertino,Mountain View,58,40,6667327,7,52
394745,Jane Daniels,58496 Waxwing Center,Joshua Young,139 Spenser Lane,2013-11-13,30.1,561,Moreno Valley,Cudahy,59,80,6614505,93,2
748867,Doris Jenkins,072 Mifflin Center,Brenda Wilson,34 Main Circle,2014-04-10,93.97,579,Rancho Santa Margarita,San Joaquin,60,6,6699188,77,25
816723,Ruby Gibson,8322 Rockefeller Place,Phyllis Crawford,139 Messerschmidt Terrace,2014-01-15,54.76,600,Montague,La Palma,61,51,6797215,68,20
736145,Clarence Austin,56 Elka Hill,Joan Sanchez,4 Macpherson Trail,2014-01-19,4.82,729,Lynwood,La Mesa,62,74,6533051,8,87
649741,Judy Hudson,9 Kipling Avenue,Harold Lynch,15819 Graceland Crossing,2014-03-04,91.41,488,Redondo Beach,San Joaquin,63,31,6542350,11,68
203164,Martha Torres,8117 Farwell Pass,Mary Smith,80136 Elka Point,2013-12-04,57.66,793,Yountville,Rancho Cucamonga,64,38,6723629,56,100
386345,Joe Hall,7 Everett Court,Alan Brown,3162 Linden Lane,2014-07-02,17.67,586,Moorpark,Rialto,65,69,6586331,8,63
828159,Pamela Murray,6 Farragut Street,Jean Wagner,306 Fordem Drive,2014-05-07,45.8,704,Martinez,San Juan Bautista,66,85,6892811,77,84
781623,Terry Garza,60 Crescent Oaks Parkway,Gary Richardson,54207 Dayton Street,2014-05-21,41.64,777,Orinda,Hawthorne,67,99,6651037,13,51
374454,Bruce Collins,169 Killdeer Crossing,Janet Grant,62146 Dawn Lane,2014-01-01,32.33,573,Santa Clara,Corte Madera,68,34,6710485,87,33
471976,Ernest Spencer,907 6th Plaza,Jessica Howell,211 Manley Lane,2014-07-09,39.75,605,Seaside,San Juan Bautista,69,21,6885339,39,86
425612,Daniel Washington,313 Arizona Plaza,Doris Perkins,64507 Tony Street,2014-08-09,44.87,713,Rio Dell,Wheatland,70,28,6890120,33,14
215938,Ryan Fowler,1418 Waywood Street,Kenneth Nichols,2251 Pearson Street,2014-02-20,17.94,637,Los Banos,Sonora,71,13,6558791,43,87
781758,Judith Nguyen,600 Pankratz Park,Andrew Thomas,66686 Randy Court,2013-10-14,19.89,586,Dana Point,Hidden Hills,72,68,6751308,30,16
793955,Howard King,7 Bowman Pass,Jean Castillo,731 Maywood Plaza,2014-08-11,44.99,649,Sierra Madre,South El Monte,73,39,6538627,49,10
575260,Ryan Dean,30290 Spohn Place,Larry Richards,57217 Linden Center,2013-10-05,18.98,656,Brawley,Yucaipa,74,100,6763924,22,98
501799,Wanda Rodriguez,001 Susan Avenue,Jacqueline Sims,299 Lyons Center,2014-06-09,21.28,541,Whittier,Turlock,75,28,6838686,86,91
386605,Norma Austin,28857 Hermina Parkway,Joshua Cook,5130 Northwestern Junction,2013-11-03,59.01,490,Lakeport,Tulare,76,81,6537667,42,55
463003,Daniel Foster,996 Hollow Ridge Place,Scott Mendoza,464 Holy Cross Avenue,2014-02-27,87.88,555,Lemon Grove,Arvin,77,46,6806228,69,23
375631,Daniel Vasquez,64502 Mitchell Point,Rachel Richards,519 Novick Alley,2014-04-05,95.02,480,Anderson,Ukiah,78,56,6808456,77,48
717371,Maria Rivera,6 Ridgeway Road,Donna Evans,25981 Maywood Crossing,2014-01-23,96.58,485,Chico,Hercules,79,55,6609167,88,63
106183,Roy Montgomery,5525 Sundown Avenue,Irene Diaz,5 Ridgeway Center,2013-12-10,23.3,540,San Juan Capistrano,Cloverdale,80,97,6652715,6,18
811602,Julia Day,8 Del Sol Circle,Matthew Harvey,667 Jana Hill,2013-10-26,32.84,662,Coronado,Rancho Cordova,81,64,6639500,49,52
879697,Juan Warren,607 Mayer Hill,Marie Alexander,69 Manley Junction,2014-09-01,45.88,696,Vacaville,Coalinga,82,60,6863334,34,74
253579,Samuel Cook,9464 Meadow Ridge Place,Gerald Lynch,349 Bellgrove Road,2014-04-09,93.0,739,Sausalito,Port Hueneme,83,32,6585519,38,81
295067,Kevin Larson,66 Village Plaza,Frank Mills,39 Delladonna Place,2014-04-06,99.75,490,Modesto,Lake Elsinore,84,35,6829233,79,98
824274,Craig Perry,7 Westerfield Court,David Wallace,9 Farmco Place,2013-12-15,80.47,519,Pacific Grove,Claremont,85,59,6648064,34,15
661142,John Wallace,769 Meadow Valley Center,Donna Harris,89671 Lukken Plaza,2014-07-30,96.99,622,Cupertino,Artesia,86,100,6706087,6,82
232100,Evelyn King,2 Oak Alley,Ruth Warren,3 Novick Plaza,2014-02-27,74.13,632,Redwood City,Tehama,87,35,6855691,98,18
657471,Walter Willis,15 Hintze Point,Terry Ford,6 Toban Avenue,2013-11-29,3.1,510,Jackson,El Monte,88,86,6686755,26,47
699011,Pamela Snyder,99 Packers Trail,Ryan Holmes,57 Manley Way,2014-04-12,15.63,712,Paramount,Lathrop,89,51,6831656,66,85
134097,Ruby Hill,46 Wayridge Parkway,Frank Alvarez,2 Basil Avenue,2014-07-16,86.31,543,Taft,Walnut Creek,90,72,6745965,74,27
337607,Lisa Grant,4778 Glendale Trail,Edward Payne,45 Miller Plaza,2014-06-16,78.05,676,Martinez,San Rafael,91,32,6799789,27,78
253225,Michelle Jordan,59 Brown Court,Brenda Reid,380 Burrows Place,2014-04-15,16.59,601,Fullerton,Sand City,92,72,6711834,30,45
307720,Lori Webb,91201 Norway Maple Street,Annie Snyder,90 5th Lane,2014-07-06,14.34,765,Tracy,Monrovia,93,94,6754430,42,27
179369,Daniel Little,45 Westridge Way,Sara Jones,5 Steensland Trail,2014-05-30,10.19,553,Loyalton,El Cajon,94,7,6543211,49,41
724873,Dennis Ortiz,191 Pawling Terrace,Wayne Kelly,09 Cambridge Avenue,2014-08-05,10.55,748,Watsonville,Lakewood,95,34,6743782,90,79
433629,Ashley Rice,248 Manitowish Hill,Norma Cole,57 Thackeray Lane,2014-04-21,81.96,787,Pacific Grove,Cathedral City,96,12,6652349,8,19
244782,Bruce Kelly,69 Eggendart Plaza,Ronald Cunningham,789 Alpine Hill,2014-04-20,31.59,786,Rohnert Park,Greenfield,97,21,6743775,24,19
519516,Steve Woods,7 Clarendon Trail,Jacqueline Hunt,7 Tony Drive,2014-08-04,72.94,524,Corcoran,Cerritos,98,83,6533225,60,76
585883,Frank Ross,2 Forest Park,Jimmy Ellis,29667 2nd Point,2013-11-04,70.35,624,Reedley,Berkeley,99,40,6604843,83,75
498318,Christopher Weaver,3833 Homewood Hill,Matthew Howell,8 Di Loreto Alley,2014-01-04,52.63,780,Hayward,San Leandro,100,95,6837779,24,38
495533,Brandon Chavez,9869 Old Shore Place,Howard Marshall,21569 Meadow Valley Plaza,2013-11-14,80.57,497,Millbrae,San Leandro,101,50,6791904,10,37
893352,Lisa Lee,6 Randy Place,Sandra Ross,8605 Fairview Terrace,2014-02-02,78.36,767,Elk Grove,Taft,102,98,6615082,63,50
699541,Kenneth Graham,3074 Sloan Trail,Bobby Ward,397 Parkside Plaza,2013-11-05,55.52,752,Danville,Fillmore,103,79,6593066,6,66
111831,Jerry Moore,34 Everett Pass,Kelly Olson,41 Menomonie Junction,2013-09-21,78.11,617,El Cerrito,Sonoma,104,74,6601387,29,59
677418,Dorothy Harper,5 Green Ridge Junction,Wayne Fernandez,1 Manufacturers Hill,2014-01-29,9.13,531,Murrieta,Sunnyvale,105,14,6889295,78,92
819192,Annie Young,0 Corscot Plaza,Adam Lawrence,9 Bluejay Circle,2013-12-08,64.11,661,Compton,Brisbane,106,100,6769290,66,31
604766,Emily Mcdonald,4 Union Drive,Sarah Patterson,272 Sutherland Crossing,2014-08-05,80.88,556,Mount Shasta,Santa Paula,107,29,6842644,17,45
541827,Ashley Dixon,02 Buhler Center,Kathryn Hart,64055 Lukken Pass,2013-11-25,79.55,522,San Carlos,Corte Madera,108,96,6733901,11,90
560046,Margaret Payne,8567 Dixon Trail,Philip Johnson,4574 Alpine Junction,2014-08-22,72.79,716,Chico,Reedley,109,64,6639290,56,31
629490,Theresa Perkins,4 Sutherland Point,Amanda Hart,37728 Arkansas Parkway,2013-11-28,92.69,725,Belmont,Cloverdale,110,67,6629845,99,70
885113,Lori Fox,2 Canary Point,Steven Daniels,3862 Butterfield Avenue,2014-07-08,75.6,796,Carlsbad,Gilroy,111,32,6749416,92,100
838214,Nicole Carpenter,3 Swallow Crossing,Harold Meyer,61640 Hallows Trail,2014-01-07,87.04,554,Hemet,Artesia,112,52,6776108,10,22
587006,Bruce West,90489 Ridgeview Street,Michelle Henderson,71 Bonner Street,2014-04-22,53.56,656,Bellflower,Novato,113,54,6639777,79,22
627269,Kimberly Bennett,46 Sunnyside Drive,Donald Daniels,3 Glacier Hill Parkway,2013-12-21,47.93,551,Redondo Beach,Redwood City,114,62,6674514,3,84
849101,Juan Crawford,8123 Roxbury Alley,Donna Morgan,78 Colorado Lane,2014-04-05,77.87,496,Avenal,Red Bluff,115,30,6901138,58,42
408515,Amanda Foster,9504 Merry Crossing,Joseph Thompson,27 Fulton Plaza,2014-04-06,47.25,687,Point Arena,Placerville,116,81,6739061,79,20
106182,Carl Carpenter,87 Valley Edge Place,Brenda Jacobs,5 Meadow Ridge Crossing,2014-04-19,21.89,514,Lemon Grove,Los Altos,117,78,6732265,59,47
826797,Teresa Payne,7 Charing Cross Junction,Jesse Shaw,89 Sage Court,2014-08-17,75.47,708,Merced,Hawthorne,118,21,6871163,35,9
447199,Doris Black,1362 Clemons Parkway,Virginia Sullivan,037 Northwestern Plaza,2013-12-16,6.02,497,Union City,Ripon,119,47,6708308,16,54
153326,Walter White,76815 Dawn Drive,Justin Mccoy,618 Mallard Drive,2014-04-04,9.85,689,Lake Elsinore,San Ramon,120,70,6728524,45,58
856105,Jose Willis,08945 Prentice Place,Edward Allen,77528 Clemons Avenue,2013-11-21,72.44,677,San Fernando,Moraga,121,38,6535194,96,33
721051,Rachel Holmes,06 Columbus Way,Elizabeth James,2298 Carioca Hill,2014-02-22,14.68,716,Rancho Cordova,Chowchilla,122,11,6884473,5,21
316443,George Howard,7 Mcguire Hill,Angela Gutierrez,57 Oriole Drive,2014-01-15,12.41,580,Woodland,Ione,123,97,6701586,77,46
860645,Walter Wilson,17 Oak Pass,Justin Martinez,886 Carey Circle,2013-10-02,21.49,596,Chico,Chino Hills,124,96,6794620,19,8
594664,Marilyn Perry,698 Sage Park,Patrick Phillips,217 Harbort Hill,2013-12-21,6.38,754,Rohnert Park,Westminster,125,61,6868637,5,56
248258,Patricia Garza,84 Maywood Trail,Theresa Jones,914 Comanche Plaza,2013-12-31,14.34,782,Lafayette,Paso Robles,126,72,6896625,78,47
163524,Beverly Medina,683 Little Fleur Terrace,Maria Price,044 Eggendart Lane,2014-05-15,84.2,648,Cloverdale,Chowchilla,127,63,6697106,25,100
111757,Debra Powell,3109 Charing Cross Crossing,Juan Weaver,4945 Truax Circle,2013-11-02,63.22,724,Tracy,Loomis,128,48,6899423,59,95
303191,Alice Payne,40 Nova Terrace,Teresa Watson,39 Ludington Drive,2014-05-28,18.54,727,Calipatria,Williams,129,90,6818507,3,29
657444,Anne Mccoy,8038 Forest Junction,David Garcia,18 Becker Trail,2013-10-17,75.82,687,Eureka,Indio,130,90,6675590,68,78
328316,Pamela Schmidt,88 Barby Park,Diane Johnston,4 Hanover Point,2014-05-17,74.1,674,Fontana,Rosemead,131,51,6864419,91,41
442045,Kimberly Gray,95057 Monica Pass,Douglas Hayes,29 Green Ridge Point,2014-07-18,26.05,644,Roseville,Cypress,132,29,6760494,9,11
567016,Jeffrey Kennedy,5 Jackson Place,Paula Sims,45330 Northridge Point,2014-03-13,16.72,664,Mission Viejo,Colusa,133,61,6674641,82,97
391001,Kevin Morales,92311 6th Parkway,Jennifer Willis,3 Spaight Pass,2013-11-13,94.64,586,Hermosa Beach,Gustine,134,55,6894812,80,93
100872,James Webb,97 Fordem Court,Bruce Gonzales,5804 Southridge Plaza,2014-07-07,83.06,764,Los Alamitos,Sonora,135,15,6888523,16,41
313158,Rebecca Powell,56892 Ridgeview Plaza,Louise Bryant,50 Stephen Crossing,2014-06-11,41.91,721,Inglewood,Los Alamitos,136,4,6594062,7,62
360878,Anne Cooper,379 Comanche Crossing,Rebecca Welch,926 Westport Court,2013-09-12,64.78,490,Dorris,Cudahy,137,74,6557262,76,92
705241,Julia Hill,4130 Jenna Trail,Tina Duncan,07277 Declaration Place,2013-09-08,80.16,473,Atwater,Palm Desert,138,31,6747001,56,92
864182,Nicholas Elliott,47702 Scofield Trail,Wanda Henry,183 Dennis Pass,2014-06-26,87.39,659,Del Mar,Inglewood,139,84,6737456,99,66
852064,Robin Baker,9 Moose Park,Dennis Wilson,89 Anniversary Circle,2014-09-04,43.81,476,Fountain Valley,South San Francisco,140,31,6544470,43,95
492437,Jesse Powell,6 International Alley,Anne Bennett,4226 Utah Street,2013-10-29,8.86,575,Tustin,Hidden Hills,141,51,6570844,58,13
479541,Ryan Hunter,8729 Glacier Hill Avenue,Kelly Coleman,32 Sunbrook Drive,2013-10-08,62.92,774,Cotati,Angels Camp,142,76,6786065,67,6
708819,Jonathan Olson,5 Cascade Street,Howard Simpson,06917 Crescent Oaks Plaza,2014-05-24,1.0,504,Norco,San Carlos,143,93,6540871,82,63
597003,Jonathan Ross,35388 Acker Trail,Mary Gordon,0784 Daystar Place,2014-01-10,31.47,567,Pacifica,Arcata,144,43,6847678,65,69
818318,Peter Hill,5 Briar Crest Alley,Louis Elliott,647 Heffernan Parkway,2013-11-13,72.49,739,Etna,Carson,145,56,6819155,66,91
741724,Lawrence Price,15 Delladonna Parkway,Raymond Burke,66737 Welch Terrace,2014-02-26,90.92,750,Atascadero,Paradise,146,30,6853605,45,35
586940,Roy Palmer,7 Independence Trail,Kathy Rivera,7 High Crossing Way,2014-02-10,70.59,520,Lincoln,Chico,147,62,6607589,21,43
271599,Russell Diaz,8 Clemons Junction,Stephanie Jordan,6 Dottie Street,2013-11-09,52.88,518,Yuba City,Santa Cruz,148,91,6615980,16,46
255611,Justin Jenkins,1750 Logan Terrace,Nancy Payne,194 Pond Junction,2013-12-06,92.48,703,Larkspur,Blythe,149,5,6673452,9,58
537561,Tammy Lewis,6 Orin Street,Sarah Gutierrez,4530 Tennessee Pass,2013-09-25,2.9,643,Desert Hot Springs,Ceres,150,50,6671656,67,71
466160,Jesse Rice,5031 Corben Park,Lisa Bowman,37882 Spohn Road,2014-02-17,74.67,686,Fountain Valley,Los Altos,151,3,6858079,30,88
178502,Randy Montgomery,83 Marcy Hill,Scott Mendoza,84 Anzinger Circle,2013-09-30,71.08,778,Isleton,El Cajon,152,20,6729514,66,70
446003,Douglas Holmes,259 Oriole Court,Mark Watkins,84292 Dryden Point,2014-06-08,79.69,641,Norwalk,Colton,153,60,6843268,52,35
237056,Laura Cole,996 Dayton Drive,Pamela Gonzalez,43 Mandrake Street,2013-10-21,94.59,678,Guadalupe,Placentia,154,25,6824714,60,78
484358,Sara Stewart,693 Loftsgordon Park,Robin Morales,64 Kinsman Place,2014-06-01,1.05,673,Sausalito,Turlock,155,36,6703847,46,96
285551,Jeremy Cruz,8 Corscot Plaza,Paul Jenkins,62 Kensington Center,2014-07-28,67.79,800,Cerritos,Indian Wells,156,47,6575892,84,70
603403,Albert Washington,3 Muir Point,Scott Mitchell,953 Maywood Avenue,2014-06-15,78.51,626,Fullerton,Inglewood,157,4,6566830,91,100
234113,Walter Long,0 Sunbrook Avenue,Jose Powell,46 Manley Circle,2014-04-25,90.02,485,Fort Bragg,Fort Bragg,158,16,6763485,15,75
866752,Theresa West,464 Little Fleur Way,Todd Parker,5063 3rd Way,2014-04-17,16.74,474,Union City,Stockton,159,3,6537675,99,55
316403,Keith Shaw,4 Mallard Plaza,Amy Hayes,162 School Drive,2013-09-10,62.06,506,Carmel-by-the-Sea,Angels Camp,160,25,6645128,15,32
489013,Judith Holmes,132 Sunfield Trail,Roger Fox,64079 Lillian Street,2014-06-25,67.5,540,Blue Lake,Moreno Valley,161,35,6586623,83,59
723051,John Jones,7272 Clemons Court,Russell Miller,259 John Wall Parkway,2014-08-11,71.23,755,Oxnard,Covina,162,86,6774422,67,7
814655,Juan Williamson,974 American Ash Parkway,Betty Banks,1 Dayton Plaza,2014-08-04,39.27,759,Lake Forest,Temecula,163,25,6733358,5,82
404507,Rebecca Burns,8128 Monica Court,Billy Burns,91 Old Gate Lane,2014-04-16,69.36,676,Fillmore,Colma,164,49,6562081,49,16
549322,Gloria Campbell,4070 Heffernan Terrace,Samuel Griffin,520 Schmedeman Center,2013-10-12,99.94,627,Concord,Oakland,165,2,6838022,43,74
762201,Shawn Collins,98065 Northridge Place,Chris Jones,64056 School Street,2014-01-26,7.56,580,Stanton,Westmorland,166,40,6754861,17,63
560037,Kathleen Diaz,94 Memorial Plaza,Raymond Williams,5902 Elmside Park,2014-01-30,5.38,791,East Palo Alto,Norco,167,92,6888022,95,67
717101,Ryan Lopez,25 Westridge Parkway,Antonio White,5 Badeau Hill,2014-05-11,39.86,627,San Bernardino,Atherton,168,85,6676087,81,95
881735,Adam Myers,5720 Tennyson Drive,Carl Cox,66 Melby Alley,2013-12-17,30.63,674,Lemoore,Mill Valley,169,14,6672656,59,43
426173,Kimberly Murphy,70 Judy Park,William Franklin,180 Arkansas Lane,2014-03-07,52.86,768,San Diego,El Cajon,170,42,6779559,21,24
341345,Theresa Scott,72 Russell Trail,Lisa Alvarez,088 Brown Avenue,2014-03-25,72.69,489,Buena Park,Hawthorne,171,63,6802331,54,59
561324,Juan Freeman,146 Cottonwood Trail,Linda Foster,58050 Carpenter Avenue,2014-03-16,75.18,738,Menlo Park,Corona,172,60,6764302,15,5
237329,Susan Johnston,4 Graceland Place,Martin Wallace,4668 Gale Center,2014-07-11,78.36,494,San Bernardino,Glendora,173,3,6791605,82,61
354945,Jennifer Ward,5067 Schlimgen Trail,Betty Burns,7 Garrison Court,2014-02-08,51.27,705,Claremont,Simi Valley,174,20,6792425,58,38
733448,Donna Wallace,7 Lakeland Plaza,Heather Martinez,1 Moose Circle,2013-12-13,44.82,695,Murrieta,Portola,175,50,6630127,12,50
425511,Benjamin Jacobs,1412 Lawn Trail,Jason Thompson,35298 Arizona Parkway,2014-01-05,92.89,566,Pico Rivera,Oakdale,176,92,6777260,57,43
827401,Jennifer Castillo,602 Scofield Center,Betty Payne,46262 Birchwood Alley,2014-05-07,13.29,557,Benicia,Calimesa,177,51,6551457,6,75
253300,Kimberly Ortiz,6803 Dakota Junction,Ronald Rodriguez,5936 Golf Course Way,2014-05-21,18.44,696,Westminster,Pico Rivera,178,25,6590133,24,18
