id_guide,name_desp,dir_derp,name_rec,dir_rec,date,heigth,presio,city_desp,city_rec,consecutivo,n1,n2,n3,n4
656458,Jonathan Gutierrez,2 Heffernan Place,Alice Porter,54988 Monica Way,2014-01-10,44.79,676,Placentia,Arcadia,34,91,6827245,67,88
369884,Jeffrey Stephens,69 Quincy Street,Joan Ryan,8681 Weeping Birch Alley,2014-06-21,63.85,492,Lake Elsinore,Modesto,35,10,6685971,14,45
648275,Jeffrey Flores,80 Farmco Alley,Eric Jackson,383 Waywood Street,2014-02-02,44.61,715,South El Monte,Dublin,36,68,6710588,29,42
873318,Diane Gardner,2786 Heath Plaza,Janet Wells,3803 Kipling Crossing,2014-07-12,27.89,580,Winters,Petaluma,37,19,6687161,15,85
216079,Wanda Ray,15 Village Street,Cheryl Jones,503 Vidon Trail,2014-04-16,29.87,551,Watsonville,Huron,38,98,6787878,65,79
373706,Jimmy Lopez,9 Caliangt Parkway,Adam Russell,1 Everett Avenue,2014-03-14,14.48,730,Ross,Brawley,39,4,6871167,49,8
779412,Paul Bowman,50 Raven Avenue,Joan Torres,59595 Banding Parkway,2014-06-15,13.26,601,Buena Park,La Quinta,40,93,6573300,96,26
715448,Clarence Powell,998 Warbler Avenue,Jacqueline Olson,9 Haas Avenue,2014-02-13,13.72,761,Morro Bay,Temecula,41,5,6777221,42,73
602589,Samuel Bishop,7 New Castle Road,Elizabeth Shaw,3696 Ohio Park,2014-05-24,8.46,631,Clayton,Newman,42,16,6564857,70,100
510746,Susan Peterson,845 Pennsylvania Circle,Kathy Hansen,4007 Algoma Parkway,2013-09-10,39.27,593,Highland,Walnut Creek,43,79,6559254,83,51
755881,Nicholas Reyes,6903 Express Avenue,Robert Bowman,0 Logan Avenue,2014-03-09,94.59,611,Redlands,San Rafael,44,21,6579053,57,4
359536,Dorothy Hudson,2 Orin Road,Anthony Smith,2 Washington Circle,2013-10-24,23.77,625,Palmdale,Vernon,45,50,6676506,10,62
394198,Beverly Reynolds,96836 Moland Place,Henry Frazier,65 Hintze Point,2014-04-30,81.27,694,Exeter,Calabasas,46,99,6747807,90,69
800591,Christine Campbell,2 Farmco Circle,Carol Jackson,887 Truax Crossing,2013-12-08,51.65,694,Lincoln,Rialto,47,38,6719449,45,70
448599,Adam Torres,64754 Loeprich Avenue,Phillip Dunn,7 Kings Court,2014-03-07,20.84,709,Canyon Lake,San Jacinto,48,43,6861205,31,5
651735,Lawrence Walker,49 Carberry Pass,Maria Murray,5205 Steensland Way,2014-07-22,16.3,538,Santa Monica,Tiburon,49,80,6653012,16,88
490220,Jonathan Hayes,46906 Prairie Rose Drive,Phyllis Sanders,80692 Rockefeller Alley,2013-09-12,19.53,683,Signal Hill,Mission Viejo,50,100,6808127,54,5
666434,Joe Mitchell,9 Shelley Parkway,Willie Gardner,2697 Morningstar Hill,2014-01-21,31.71,658,Fullerton,Beverly Hills,51,62,6894960,44,15
172052,Michelle Lewis,808 Loeprich Junction,Steve Andrews,4 Saint Paul Road,2014-07-10,49.87,690,Lynwood,Highland,52,14,6577047,96,23
598174,Rose Edwards,802 Bunker Hill Pass,Jacqueline Holmes,4168 Harper Crossing,2013-10-06,5.54,490,Tustin,Indio,53,24,6645035,90,96
131827,Jeremy Warren,9 Lawn Circle,Billy Miller,8574 Heath Road,2013-09-28,48.0,605,Isleton,Chowchilla,54,9,6672975,31,66
784603,Paula Boyd,107 Magdeline Hill,Tammy Gordon,52487 Brickson Park Plaza,2014-04-17,84.35,578,Hemet,Fountain Valley,55,61,6816445,71,31
896124,Cynthia Knight,6 Burning Wood Alley,Virginia Day,55 Morrow Lane,2014-07-16,43.23,627,Burbank,Redlands,56,78,6757821,98,48
363140,Nancy Wright,347 Towne Pass,Ernest Porter,0379 Cordelia Terrace,2014-04-17,34.56,592,City of Industry,Blue Lake,57,83,6792299,87,73
342327,Arthur Mason,8 Dottie Terrace,Michelle Ellis,7 Cordelia Center,2013-10-13,85.9,533,Sacramento,Amador City,58,1,6577856,36,3
784337,Jacqueline Garza,57661 Stuart Plaza,Phyllis Sanchez,36769 Bay Avenue,2014-02-26,66.96,647,Lake Elsinore,Avalon,59,57,6575641,41,25
350641,Douglas Cooper,82843 Steensland Circle,Jacqueline Bennett,39645 Green Park,2014-08-14,31.93,502,Covina,Marysville,60,37,6847162,12,50
364074,Jean Welch,1685 Delladonna Court,Victor West,3 Hovde Trail,2014-03-31,43.54,570,Glendale,Gustine,61,20,6566026,85,77
565098,Eric Washington,860 Delaware Trail,Robin Chapman,9035 Cardinal Road,2013-09-24,90.9,722,Corte Madera,Atherton,62,84,6679270,33,94
605188,Julia Reynolds,44356 Oxford Point,Bonnie Martin,6266 Marquette Hill,2014-06-26,58.89,644,Tracy,Riverbank,63,81,6750121,37,55
376341,Roger Long,383 Artisan Point,Ruth Harrison,8275 Hansons Parkway,2014-03-08,52.96,745,Alturas,Moreno Valley,64,27,6892705,30,90
284564,Kathy Burns,69501 Knutson Circle,Ronald Frazier,06 Dottie Avenue,2014-06-22,97.98,525,Watsonville,Banning,65,37,6741029,79,15
793243,Jack Gardner,14322 Village Green Drive,Willie Stewart,517 Swallow Pass,2014-05-22,98.02,678,Gonzales,Escalon,66,23,6678081,85,81
536405,Donald Morrison,184 Farmco Pass,Howard Morgan,0 Jackson Pass,2013-10-27,14.48,726,South San Francisco,Woodside,67,35,6825133,9,97
134101,Aaron Morales,014 Glendale Center,Wayne Allen,50485 Armistice Crossing,2014-03-04,44.96,538,Delano,Los Angeles,68,3,6642700,67,25
414211,Terry Coleman,9 Debs Center,Virginia Patterson,95 Golden Leaf Lane,2014-08-25,46.99,714,Desert Hot Springs,San Jose,69,31,6772890,47,29
115086,Raymond Evans,07 Randy Hill,Betty Lawson,8 Express Hill,2013-09-11,9.94,707,Yreka,Beaumont,70,44,6695921,38,58
307854,Mark Riley,426 Northport Hill,Patricia Powell,1 Mitchell Place,2013-11-20,71.64,548,Santa Paula,Kingsburg,71,78,6824706,82,58
380088,Earl Wagner,6 Commercial Hill,Eugene Arnold,7646 Sunbrook Court,2013-11-15,77.66,633,Burbank,Rancho Mirage,72,49,6782182,69,8
390869,Bonnie Medina,1 Eliot Road,Lori Lopez,04 Melrose Point,2014-08-27,97.45,539,Torrance,Firebaugh,73,24,6847906,88,49
764249,Lori Hansen,83 Gale Avenue,Kathryn Rivera,34434 Fordem Avenue,2014-04-11,75.32,578,Galt,Santa Monica,74,36,6806870,61,73
419223,Ryan Bowman,99186 Manley Pass,John Garcia,81 Dryden Place,2014-07-19,55.77,586,Soledad,El Monte,75,16,6897983,46,63
579121,Chris Harvey,8 Sherman Park,Harry Wilson,2 Dryden Trail,2014-01-01,66.02,619,Westlake Village,San Francisco,76,75,6865283,38,42
684503,Christopher Olson,5407 Dorton Point,Gary Medina,142 Service Court,2014-07-25,36.25,471,Mountain View,Martinez,77,87,6558869,97,93
339506,Patrick George,862 Dapin Junction,Anthony Sanders,54 Carberry Center,2014-06-30,70.03,678,Auburn,Colma,78,24,6809352,43,23
332406,Philip Lawrence,15 Delladonna Pass,Jeremy Wheeler,1 Clyde Gallagher Terrace,2014-05-18,18.53,789,Santee,Arcadia,79,82,6597498,24,35
639384,Brenda Jones,38543 Hudson Place,Donald Crawford,61 Oxford Park,2014-02-15,39.2,550,San Bernardino,San Jose,80,78,6696655,16,80
406067,Debra Palmer,715 Reinke Lane,Douglas Lane,11068 Hoard Point,2013-12-11,61.92,621,Imperial Beach,Fortuna,81,10,6597387,22,45
178159,Lillian Peters,82 Ilene Pass,Amanda Brown,447 Scofield Street,2014-03-04,57.99,551,Chowchilla,Rosemead,82,35,6784763,37,71
863620,Daniel Meyer,4352 Northridge Junction,Joshua Peterson,21 Burning Wood Trail,2013-12-31,48.63,615,Wheatland,Coachella,83,6,6871931,15,10
221038,Justin Rogers,67867 Springview Place,Ernest Bailey,62502 Morningstar Road,2014-02-13,35.35,657,Rancho Santa Margarita,San Rafael,84,95,6735301,53,72
664367,Sandra Hamilton,09 Twin Pines Road,Margaret Ford,014 Katie Place,2014-08-30,53.06,526,Palm Springs,Palm Desert,85,92,6661668,52,30
346134,Craig Berry,20 Elgar Junction,Maria Kennedy,4678 Gina Drive,2014-06-05,51.9,681,San Clemente,Rancho Santa Margarita,86,91,6568833,38,68
669393,Judy Oliver,5714 Dixon Drive,Judy Pierce,7 Oak Valley Lane,2014-01-15,41.86,512,Hawthorne,Tustin,87,63,6825759,83,14
399253,Judith Murray,48908 Manley Avenue,Raymond Davis,0 Summerview Drive,2014-06-15,12.71,583,Manteca,Calipatria,88,28,6734013,79,90
631950,Beverly Bowman,1 Carey Drive,Stephanie Wood,249 Mayfield Place,2014-09-03,4.32,543,Seal Beach,West Sacramento,89,56,6677880,63,96
136000,Timothy Jordan,12932 Glacier Hill Alley,Samuel Murray,05415 Marquette Road,2014-09-03,97.9,725,Guadalupe,Goleta,90,75,6740581,100,17
780537,Michael Morgan,2 Pennsylvania Point,Jack Stone,34569 Stephen Avenue,2014-05-24,86.92,671,Ceres,Corte Madera,91,79,6846392,79,15
483923,Bonnie Edwards,40308 Waywood Alley,Karen Grant,028 Becker Road,2014-08-23,17.98,472,Culver City,Carlsbad,92,10,6550093,10,48
401485,Virginia Hall,948 Springview Court,Terry Morgan,98 Morning Street,2014-03-06,41.78,800,Lathrop,Escondido,93,18,6854618,7,64
869428,Harold Scott,316 Bowman Drive,Keith Taylor,3 Homewood Alley,2013-10-14,88.35,636,Costa Mesa,Westlake Village,94,52,6683344,71,69
854177,Todd Berry,1 Vermont Way,Dorothy Black,377 Myrtle Avenue,2014-03-01,91.44,779,La Habra Heights,Oakland,95,34,6573546,62,91
802617,Jimmy Mason,0843 Forest Run Junction,Aaron Duncan,57 Johnson Point,2013-12-16,8.08,735,Morro Bay,Waterford,96,33,6629917,50,78
267733,Matthew Johnston,50 Hoffman Point,Debra Lane,3131 Valley Edge Circle,2014-07-20,84.09,744,Rio Vista,Chino Hills,97,30,6628246,84,38
152761,Brian Green,7 Larry Avenue,Roger Ferguson,60903 Center Junction,2013-11-01,52.77,611,San Joaquin,Colusa,98,32,6663253,34,85
499689,Patricia Brown,1 Kinsman Terrace,Timothy Hunt,1 Hoepker Trail,2014-06-18,80.77,787,Monte Sereno,Hemet,99,17,6615449,39,16
384176,Catherine Perry,9 Warbler Drive,Richard Lawrence,70 Aberg Point,2014-01-12,5.71,511,Alameda,Hesperia,100,84,6824389,13,25
336127,Anthony West,508 South Park,Aaron Peterson,2 Annamark Avenue,2013-11-03,18.19,603,Selma,La Palma,101,76,6541399,48,14
623510,Jacqueline Jackson,78 International Court,Wayne Owens,39 Bartillon Park,2013-10-21,44.04,664,San Mateo,Portola Valley,102,32,6764465,28,12
626093,Lori Holmes,0410 Grayhawk Lane,Evelyn Morris,6 Sugar Circle,2014-06-28,19.67,764,Sierra Madre,Montague,103,33,6612495,26,10
389146,Alan Moreno,8 Fuller Park,Billy Lopez,1 Rusk Court,2013-10-12,74.6,582,Paramount,McFarland,104,84,6696192,93,2
858824,Harry Cruz,768 Dorton Place,Lois Robertson,01605 Mayfield Circle,2014-04-21,81.5,502,Ventura,Calexico,105,55,6781648,1,37
127765,Joan White,9 Center Circle,Gary Allen,653 Cascade Street,2014-08-20,88.52,772,Morgan Hill,Avenal,106,5,6739991,8,6
551465,Kimberly Kim,45382 Farwell Circle,Johnny Sims,422 Troy Hill,2014-07-23,46.27,677,Gonzales,Shasta Lake,107,26,6823900,80,49
206654,Kathy Morrison,53558 Roxbury Parkway,Andrea Dixon,363 Prairie Rose Drive,2014-06-16,10.68,552,Monrovia,Yreka,108,84,6680655,79,21
155047,Earl Morrison,05 Parkside Hill,Nicholas Mills,7663 Colorado Parkway,2014-04-02,31.02,597,Fairfield,Placentia,109,59,6785483,99,54
857203,Todd Woods,22 Walton Pass,Paula Carr,82 Evergreen Center,2014-01-06,55.6,536,Arcata,Paramount,110,93,6585509,14,76
479987,Jean Kennedy,7 Shelley Way,Virginia Berry,21 Commercial Hill,2014-06-08,22.61,633,Manteca,Morgan Hill,111,10,6650962,2,58
655791,Shawn James,779 Sage Plaza,Martin Perry,010 Arrowood Drive,2014-03-04,4.28,503,National City,Hemet,112,19,6670972,7,24
443542,Betty Ford,07 Loftsgordon Hill,Alan Lane,74 Caliangt Center,2014-08-31,53.54,705,Fillmore,Rancho Cordova,113,23,6570804,63,89
704678,Arthur Davis,30844 Rusk Court,Jeremy Fields,794 Ludington Drive,2014-04-20,48.43,546,Colton,La Verne,114,80,6836332,72,25
540549,Philip Williams,6380 Bunting Terrace,Patrick Ramirez,08 Del Mar Way,2014-02-23,49.21,631,Lomita,Galt,115,31,6860167,26,67
376195,James Sims,49 Blackbird Circle,Steven Reyes,0 Melrose Way,2013-10-09,48.19,591,Palos Verdes Estates,Firebaugh,116,69,6694946,17,73
494868,Virginia Richards,3513 Almo Lane,Walter Dean,853 Eastlawn Point,2014-01-15,80.45,650,Avalon,Palmdale,117,18,6669536,70,94
576015,Pamela Larson,7822 Hayes Street,Martha Butler,517 Westridge Place,2014-04-23,31.0,762,Azusa,Yuba City,118,96,6569910,98,14
893887,Stephanie Tucker,1 Springview Crossing,Wanda Long,6 Surrey Lane,2014-04-05,66.78,692,Marysville,Fountain Valley,119,36,6824443,67,82
899443,Douglas Banks,711 Westerfield Crossing,Kenneth Moore,55 South Parkway,2013-10-29,35.85,499,Montague,Fowler,120,78,6664113,69,97
812066,John Edwards,6 Buell Place,Phillip Boyd,89341 Browning Road,2014-03-17,28.65,746,Mendota,Santa Barbara,121,48,6775751,10,69
778039,Edward Morrison,2672 Raven Street,Annie Ward,0139 School Lane,2014-02-11,24.08,492,La Palma,Monte Sereno,122,86,6845884,87,87
790797,Julia Banks,505 Prairie Rose Center,Jennifer Black,31 Ohio Street,2014-05-30,15.5,684,Concord,West Covina,123,34,6635303,97,58
432743,Nancy Long,82 Packers Junction,Walter Crawford,2 Pearson Hill,2014-06-17,60.0,594,San Clemente,Carson,124,75,6611813,22,18
769187,Marie Lee,10 West Lane,Douglas Hernandez,99 Granby Court,2014-06-26,53.48,736,Reedley,Moorpark,125,21,6558375,3,17
214501,Wayne Cole,83475 Utah Junction,Jerry Ford,5379 Jana Point,2014-01-31,23.75,791,San Juan Bautista,Clayton,126,88,6637145,68,6
673470,Jimmy Allen,2441 Miller Drive,Robert Matthews,358 Rowland Crossing,2013-12-19,98.94,502,Seaside,Lancaster,127,85,6758911,6,57
232320,Jesse Jenkins,9266 Welch Junction,Kelly Cox,5357 Surrey Park,2013-12-15,87.04,751,Azusa,Redding,128,95,6765360,53,40
564387,Adam Carroll,6481 Warbler Crossing,Lillian Perez,147 Fieldstone Terrace,2014-04-12,41.18,599,Truckee,Los Angeles,129,20,6578833,51,28
886593,Bonnie Coleman,7801 Sachtjen Pass,Doris Willis,1452 Delladonna Trail,2014-09-03,23.46,498,Santa Clara,Rancho Cordova,130,65,6784117,47,100
319057,Lawrence Jordan,0 Little Fleur Hill,Karen Watkins,687 Declaration Drive,2013-10-01,62.86,629,Rio Dell,Tracy,131,52,6572386,18,42
602758,Craig Diaz,3696 Eggendart Plaza,Jennifer Riley,896 Cody Street,2014-03-16,31.38,479,Biggs,Reedley,132,3,6861260,45,36
162883,Carl Phillips,2 Ohio Avenue,Peter Perez,813 Kenwood Avenue,2013-09-25,88.72,717,San Clemente,Kingsburg,133,55,6698729,11,77
437463,Carol Simpson,4 Calypso Terrace,Tina Little,113 Claremont Crossing,2013-11-01,83.73,521,Glendora,Cudahy,134,50,6769815,31,3
460706,Jose Garza,77056 Cottonwood Park,Victor Owens,1022 Portage Hill,2013-10-06,22.64,785,Selma,Danville,135,42,6669767,52,83
119691,Joyce Berry,86081 Namekagon Place,Lillian Hicks,9117 Hintze Lane,2014-03-13,36.03,493,San Clemente,Studio City,136,96,6603400,31,49
669544,Joyce Willis,725 Eastwood Place,Jerry Stewart,69717 Dapin Court,2014-02-15,77.97,631,Pleasant Hill,Sierra Madre,137,16,6640168,16,36
734255,Harry Grant,51 Steensland Court,Carl Jenkins,55752 Loomis Court,2014-01-13,38.51,604,Glendora,La Puente,138,82,6822806,95,86
626686,Cheryl Ryan,4870 Monterey Pass,Christina Little,53 Cherokee Trail,2014-05-19,39.12,709,San Anselmo,Garden Grove,139,3,6552148,74,73
888885,Jennifer Nelson,41481 Corben Parkway,Christopher Morris,1 Bunker Hill Crossing,2014-04-21,9.61,654,El Monte,Montebello,140,100,6664684,19,67
485838,Howard Hughes,33421 Commercial Place,Aaron Henry,23 Scott Place,2013-10-18,49.92,662,Cerritos,Mission Viejo,141,18,6761872,15,87
619432,Adam Gordon,44524 Fallview Plaza,Frances Oliver,75555 Schurz Center,2013-11-21,28.11,750,Santee,San Fernando,142,41,6748685,37,52
597582,Heather Dean,07 Golf Way,Angela Wells,90 Hazelcrest Crossing,2014-01-04,72.65,647,South El Monte,Loomis,143,81,6552980,66,27
124939,Kenneth Long,779 Shopko Court,Bruce Elliott,12 Rigney Drive,2014-04-06,61.32,726,Auburn,San Bruno,144,23,6877435,9,73
401705,Russell Carpenter,27791 Morningstar Plaza,Aaron Alexander,2 Coleman Lane,2014-02-14,5.33,742,Berkeley,Galt,145,4,6839550,54,43
228943,Betty Scott,421 High Crossing Pass,Jean Stephens,5 Jenna Pass,2014-03-28,82.85,505,Chowchilla,Arvin,146,94,6825768,15,3
450324,Annie Lewis,25 Holmberg Point,William Wagner,3 Northland Way,2013-11-03,73.51,709,Arcata,Sanger,147,1,6745641,62,36
327356,Stephanie Oliver,118 Delaware Center,Arthur Medina,68 Katie Circle,2013-11-29,19.81,651,Temecula,Cudahy,148,24,6763471,92,81
508656,Julie Bishop,9 Superior Place,Jane Cook,67428 Stoughton Plaza,2013-11-25,59.49,516,Morgan Hill,Aliso Viejo,149,68,6853264,44,9
579237,Shawn Schmidt,9403 Walton Junction,Debra Mills,25410 American Ash Center,2014-04-05,3.1,487,Bakersfield,Sutter Creek,150,12,6862653,42,46
105111,Nicole Lee,418 High Crossing Circle,Steve Stone,23 Grasskamp Place,2013-11-21,20.88,579,Escondido,Rio Vista,151,20,6558834,53,52
460001,Donald Shaw,194 Anniversary Trail,Amanda Lopez,67 Messerschmidt Drive,2013-11-14,99.55,681,Manteca,Whittier,152,84,6619613,75,37
412125,Sara Perry,30677 Union Hill,Andrea Richards,5803 Menomonie Lane,2013-11-22,7.76,495,Encinitas,South Gate,153,100,6595314,27,34
211927,Dorothy Bryant,00 Myrtle Court,Keith Parker,5820 Melby Circle,2014-06-20,99.82,702,Ridgecrest,Petaluma,154,85,6543969,67,19
100903,Raymond Russell,88 Kipling Center,Marie Washington,0 Jay Alley,2014-02-26,33.27,678,Loomis,Manteca,155,12,6652780,12,45
442827,Shawn Brown,36631 Washington Hill,Steve Fields,352 Maple Circle,2013-09-16,71.06,597,Huron,Stockton,156,23,6760193,97,60
452242,Brenda Henderson,01551 Dawn Street,Jacqueline Carroll,61 Spenser Hill,2013-11-30,40.88,689,Carmel-by-the-Sea,Ceres,157,49,6566238,82,96
185968,Donna Little,4470 Gale Trail,Justin Reyes,691 Dorton Center,2014-03-06,89.18,595,La Habra Heights,Sonoma,158,24,6649112,58,45
573253,Kevin Johnston,52 Myrtle Park,Cynthia Jacobs,13091 Vera Avenue,2014-01-20,63.78,691,Hughson,Sand City,159,50,6636110,80,8
748240,Ruby Pierce,07872 Evergreen Hill,Benjamin Sims,17 Anzinger Junction,2014-06-25,51.96,472,La Cañada Flintridge,Fort Jones,160,7,6723213,58,80
848081,Scott Martinez,620 Mitchell Avenue,Gregory Romero,877 Hoard Plaza,2014-06-18,24.26,604,Coalinga,Fountain Valley,161,31,6719754,47,9
681630,Michael Thompson,0131 Goodland Crossing,Sarah Clark,6518 Mitchell Way,2014-01-26,88.65,751,Irvine,Montebello,162,11,6711727,37,61
182123,Christine Stevens,50 Loeprich Terrace,Nancy White,63 Heath Center,2014-05-22,72.35,694,La Verne,Dinuba,163,44,6601218,77,49
870110,Annie Miller,6 Oakridge Crossing,Alan Bishop,812 Crowley Street,2013-10-19,61.56,661,Rancho Cordova,Loma Linda,164,61,6636148,18,64
179311,Howard Shaw,9512 Muir Avenue,Marie Crawford,7 Karstens Trail,2014-04-30,35.05,605,Woodland,Orland,165,25,6722494,40,100
453266,Carlos Myers,0737 Longview Street,Rose Ellis,145 Warrior Center,2013-12-28,15.13,709,El Cajon,Albany,166,82,6754932,98,14
881699,Gerald Bryant,5635 New Castle Crossing,Ruth Peterson,02 American Ash Pass,2014-05-10,8.12,612,Fowler,Danville,167,77,6796780,14,92
475695,Amanda Wheeler,54396 Ryan Crossing,Jacqueline Bradley,8 Manley Point,2014-05-21,6.5,675,Beverly Hills,Tracy,168,60,6642739,92,13
144999,Angela Ortiz,6958 Main Pass,Christina White,10 Mitchell Way,2014-03-01,99.1,723,Imperial,Avenal,169,41,6810016,38,64
266353,Jeffrey Murphy,661 Mcguire Hill,Benjamin Rogers,40 Killdeer Center,2013-11-17,98.72,631,Beverly Hills,Patterson,170,17,6849179,24,90
440299,Teresa Howell,29 Old Shore Point,Jason Ferguson,13445 Dixon Lane,2014-03-04,19.84,795,Farmersville,Azusa,171,59,6649344,2,11
838600,Jacqueline Stanley,7 Marquette Pass,Tina Simmons,820 Onsgard Trail,2014-08-29,94.01,775,Gustine,Portola,172,79,6670670,63,88
778323,Paul Rivera,5 Jana Court,Debra Hughes,8843 Alpine Center,2014-05-18,63.54,507,Rancho Cordova,Tustin,173,9,6697369,58,46
162122,Ruby Burton,319 Marquette Road,Tina Harrison,180 Rieder Lane,2014-02-06,80.38,632,Los Angeles,Blue Lake,174,46,6797100,83,35
625852,Matthew Collins,47715 Westerfield Avenue,Donna Ruiz,33 Oneill Crossing,2013-11-04,74.12,640,Burbank,Thousand Oaks,175,84,6730566,89,20
487657,Cynthia Hall,610 Southridge Avenue,Beverly Howard,6555 Starling Drive,2014-08-13,89.89,700,Ridgecrest,Benicia,176,2,6561965,63,68
317002,Stephen Gray,404 Elmside Place,Randy Romero,7 Lake View Parkway,2014-05-11,71.71,702,West Sacramento,El Monte,177,56,6534576,66,95
702556,Sharon Wilson,624 Crescent Oaks Terrace,Harold Allen,71787 Lakewood Gardens Avenue,2013-10-19,89.21,501,Imperial,Encinitas,178,77,6537973,44,71
152101,Elizabeth Spencer,3 Westend Court,Beverly Welch,4 Cherokee Street,2013-12-04,78.42,621,Carlsbad,West Sacramento,179,90,6870051,91,54
