id_guide,name_desp,dir_derp,name_rec,dir_rec,date,heigth,presio,city_desp,city_rec,consecutivo,n1,n2,n3,n4
62,Jeffrey Hernandez,8322 Pearson Point,Paula Barnes,6002 Aberg Parkway,1/30/2014,42.513,$60006.99,Indiana,Mississippi,1254922,36932,20866,51193,57974
63,Chris Gomez,34 Starling Terrace,Sara Lewis,01 Northfield Center,12/26/2013,19.389,$52331.86,Rhode Island,Minnesota,6465512,66169,72848,58347,14123
64,Louise Thompson,0 Scott Terrace,Brenda Morris,80780 Annamark Alley,2/20/2014,57.461,$901.34,Wisconsin,Maine,9756608,71015,23772,45286,89775
65,Juan Richardson,05 Leroy Drive,Sean Patterson,797 Mallard Road,5/2/2014,52.06,$57689.83,Rhode Island,Delaware,8367879,80872,87893,57048,99093
66,Christina Boyd,0901 Nova Road,Peter Kelley,00761 Judy Plaza,12/3/2013,36.124,$9220.81,North Dakota,Louisiana,6197387,40220,48370,46263,86388
67,Pamela White,9 Calypso Pass,Anne King,45 Northridge Park,3/5/2014,32.312,$82205.77,Minnesota,Massachusetts,6569454,29895,33681,51403,56765
68,Andrea Morris,9 Rowland Crossing,Jeffrey Thompson,02 Old Gate Plaza,10/10/2013,15.514,$41761.53,Ohio,Indiana,6296940,99166,38430,79496,69687
69,Phillip Young,93141 Boyd Parkway,Tina Hunter,06704 Goodland Park,1/1/2014,79.418,$56529.28,Louisiana,Kansas,606494,84244,93178,55717,93918
70,William Cole,66 Pearson Terrace,Diane Baker,739 Dahle Parkway,2/25/2014,96.309,$5051.69,Texas,Pennsylvania,2778749,32112,39358,62789,46499
71,Roy Sanchez,94447 Iowa Alley,Ryan Webb,3 Monterey Plaza,8/7/2013,66.6,$66462.22,Louisiana,Arkansas,716096,25352,86787,6334,19427
72,Jerry Jordan,53473 Katie Point,Debra Duncan,37389 Milwaukee Street,6/25/2014,74.004,$5997.48,South Dakota,Utah,8405939,53342,86911,74846,70209
73,Antonio Howard,885 Alpine Plaza,Samuel Hall,971 Mendota Terrace,11/7/2013,76.42,$40764.64,Delaware,Missouri,7165474,68552,59994,79889,47061
74,Ann Powell,31 Hanover Street,Jane Woods,3 Hazelcrest Trail,1/30/2014,47.323,$86002.27,Idaho,Maryland,2837945,64445,4069,17479,55879
75,Scott Stephens,11572 Boyd Pass,Rebecca Torres,9 Declaration Hill,8/18/2013,95.061,$3132.14,Georgia,Virginia,6663590,22846,26723,9446,27799
76,Theresa Wilson,8 Johnson Trail,Robin Bryant,53 Katie Lane,11/23/2013,86.997,$14920.62,Michigan,Connecticut,5730352,99434,27784,4692,88464
77,Christine Myers,34 Novick Way,Stephanie Fox,2483 Dunning Way,5/24/2014,8.871,$43857.66,Oregon,Idaho,7953352,45817,71279,99641,22685
78,Kenneth Bell,575 Southridge Hill,Diane Ruiz,4912 School Way,7/4/2014,14.229,$33173.07,Alabama,South Carolina,6807713,91895,58242,62850,46415
79,Christopher Foster,14838 Dryden Park,Anthony Coleman,76 Quincy Place,10/3/2013,26.364,$4151.28,North Dakota,Minnesota,9929886,85323,67839,13376,34678
80,Jacqueline Smith,6 Derek Pass,Linda George,7 Maple Trail,3/20/2014,51.184,$36869.23,Utah,Michigan,8280099,10596,8933,86977,83578
81,Evelyn Butler,19 Susan Street,Alice Schmidt,97 Farwell Street,7/23/2014,67.9,$12431.30,Rhode Island,Missouri,5524524,78622,15674,47908,38914
82,Shirley Woods,53529 Kenwood Place,Christine Watkins,73705 Dakota Place,4/23/2014,37.156,$88004.65,Montana,Mississippi,8988107,28146,20014,1567,44137
83,Russell Wallace,9497 Pine View Court,Martin Gonzales,23246 Gateway Center,6/21/2014,64.952,$81825.85,Massachusetts,Texas,9999652,229,59674,4807,29676
84,Irene Holmes,5 Summit Park,Eugene Rivera,12690 Laurel Point,9/6/2013,83.238,$884.77,Florida,Louisiana,2472791,12011,77135,75930,35002
85,Wayne White,6 Crowley Court,Kimberly Harvey,17520 Bonner Alley,3/18/2014,47.738,$28941.45,North Carolina,Wisconsin,1689167,15568,38255,90816,78666
86,Albert Wagner,5858 Kings Way,Ryan Reyes,83 Blaine Avenue,4/6/2014,62.024,$5409.55,Nevada,New Mexico,2712183,17508,3418,54513,16514
87,Paul Morgan,0404 Morningstar Junction,Terry Simmons,687 Evergreen Drive,11/30/2013,33.532,$7494.42,Delaware,New Hampshire,9546262,75090,29747,17498,3611
88,Amanda Fowler,35 Logan Street,Jane Johnston,217 Buena Vista Avenue,2/22/2014,39.072,$37274.10,Nebraska,Connecticut,4677830,91157,27732,51006,46283
89,Ronald Lopez,19 Dahle Terrace,Rebecca Bryant,5124 Dakota Avenue,9/6/2013,64.375,$70507.71,Pennsylvania,Oregon,8550357,93369,74804,43349,75855
90,Jeffrey Hall,9678 Cherokee Terrace,Paula Sanders,40546 Katie Park,12/19/2013,58.276,$27565.96,Missouri,Idaho,6659612,48478,78525,72346,84707
91,Tina Shaw,48 Sunfield Plaza,Joseph Dixon,08191 Buena Vista Street,3/22/2014,27.316,$40369.22,Vermont,Pennsylvania,3920398,89638,22118,39974,70049
92,Edward Lewis,5 Tony Crossing,Mildred Fox,15609 Atwood Junction,2/5/2014,9.551,$61310.44,Missouri,Missouri,8036573,91402,77679,33565,38663
93,Rose Morris,14704 Troy Center,Eugene Garcia,7 Shelley Court,11/14/2013,6.193,$20023.73,Maine,Kansas,9069038,88594,61730,5863,45428
94,Brian Grant,83 Ohio Parkway,Ronald Freeman,56 Bay Circle,3/24/2014,76.997,$58165.37,Oklahoma,Mississippi,659756,61180,40231,806,48340
95,Keith Kelly,114 Rowland Road,Gerald Ford,40399 Crownhardt Drive,8/3/2013,43.14,$70656.12,New Mexico,New Hampshire,7300902,77536,33649,28765,25746
96,Debra Cunningham,80 Old Shore Terrace,Jack Sanders,853 Doe Crossing Avenue,1/9/2014,58.034,$10794.40,Nevada,Oklahoma,4151777,90082,30570,55211,50052
97,Howard Day,83844 Hoffman Alley,Bruce Brown,54221 Loomis Plaza,8/8/2013,13.124,$80152.51,Tennessee,Indiana,6927361,97056,69580,82212,11780
98,Ryan Watson,974 Clyde Gallagher Terrace,Martha Davis,3437 Arapahoe Trail,8/5/2013,24.016,$65036.27,Maryland,Georgia,910356,38340,50636,30212,64223
99,Frances Watson,25523 Pawling Street,Charles Cooper,61 Pleasure Center,8/6/2013,35.946,$8844.54,Minnesota,Arkansas,7556535,88155,64242,53151,62739
100,Lois Hicks,2204 Messerschmidt Avenue,Martha Reyes,0455 Scott Terrace,7/19/2014,46.419,$42722.79,South Dakota,Arizona,8356413,74660,50563,62825,34961
101,Gerald Cole,34 Evergreen Alley,George Frazier,5605 Sunnyside Plaza,6/1/2014,4.252,$42448.96,Kansas,New Jersey,5797831,7780,95373,97530,75904
102,Alice Wagner,30394 Jenifer Point,Jesse Mitchell,05 Prairie Rose Road,4/16/2014,23.69,$8121.50,Ohio,Utah,2470297,43586,9436,63875,94939
103,Brian Richards,90621 Northfield Circle,Stephen Sanchez,205 Spaight Road,1/26/2014,41.786,$70651.73,Rhode Island,New Jersey,6554756,76439,53321,38326,40901
104,Anne Schmidt,418 Algoma Parkway,Laura Hunter,65 Scofield Road,1/16/2014,43.209,$46922.95,Vermont,Vermont,7400093,21496,63120,31563,27355
105,Carolyn Berry,9 Corben Drive,Willie Nichols,3 Northport Parkway,1/10/2014,75.323,$14038.88,Arkansas,New Mexico,3834115,65265,73958,56210,95624
106,Henry Lopez,44 Derek Avenue,Jean Martin,797 Swallow Terrace,3/30/2014,51.475,$83997.22,Pennsylvania,Delaware,6150702,69515,79871,66195,20518
107,Theresa Garrett,93 Troy Parkway,Evelyn Richardson,7 Goodland Circle,10/24/2013,42.236,$86771.27,Maine,California,5002979,40757,93900,84310,37103
108,Robert Baker,5 Dovetail Trail,Joan Olson,08 Dennis Park,1/9/2014,58.508,$23321.99,Maryland,Hawaii,1637480,42127,44259,70755,22465
109,Kathleen Duncan,2959 Judy Street,Adam Harrison,45605 Stang Avenue,8/17/2013,0.489,$94770.39,Pennsylvania,Oregon,1914667,33762,46196,94006,7710
110,Doris Sullivan,0 Del Sol Point,Edward Burke,569 Goodland Road,3/21/2014,57.39,$48248.76,Vermont,Ohio,2308197,35522,33603,65344,5869
111,Samuel Hughes,07731 Grasskamp Hill,Janet Wells,823 Talmadge Parkway,7/27/2014,78.161,$21334.99,New York,New Hampshire,3786630,98761,7391,87107,99504
112,Elizabeth Lawrence,65136 Maple Wood Street,Diane Johnston,98 Dorton Road,2/7/2014,10.417,$13060.23,South Carolina,Missouri,9889278,93202,41435,6036,13878
113,Keith Adams,61 Acker Drive,Kevin Henderson,70100 Sauthoff Avenue,6/27/2014,46.872,$14446.34,Nebraska,Nebraska,760908,72479,89342,24606,46846
114,Tina Weaver,9311 Anhalt Hill,Deborah Parker,827 Redwing Pass,7/17/2014,79.162,$68141.97,South Carolina,Missouri,9247533,60213,35675,20207,91981
115,David Chavez,44 Melrose Circle,Henry Gonzalez,8474 Troy Crossing,4/4/2014,37.828,$1681.67,Vermont,Arkansas,4632464,33810,8227,93873,16966
116,Martin Castillo,3 Hansons Circle,Earl Knight,47 Prairie Rose Street,9/8/2013,93.094,$49305.48,Connecticut,Nebraska,7347073,78656,23131,49202,85862
117,Martha Elliott,971 Menomonie Drive,Christopher Patterson,89 2nd Park,6/23/2014,92.319,$4432.67,Oregon,Virginia,9943761,99294,2558,88120,23366
118,Cheryl Reed,89057 Dwight Crossing,Brandon Lynch,3847 Novick Drive,2/23/2014,6.755,$21277.55,West Virginia,Nevada,5676570,78428,13697,35409,53299
119,Emily Owens,6025 Dahle Drive,Justin Lane,81290 Bowman Junction,5/10/2014,34.708,$26814.04,Washington,Utah,8128405,836,69178,11328,31216
120,Judith Willis,7539 Union Junction,Catherine Carroll,19 Kings Park,4/19/2014,77.174,$59233.41,South Carolina,Montana,5741551,61674,2153,81099,16219
121,Kathy Rose,5 Mcbride Crossing,Judith Foster,22 Thierer Junction,1/24/2014,31.906,$71924.55,Alaska,Hawaii,1944095,94819,85145,19236,50146
122,Terry Richardson,33807 Drewry Point,Larry Barnes,68489 Butterfield Crossing,11/2/2013,38.79,$97475.88,New Hampshire,Arkansas,1301527,13343,69923,79392,96757
123,Ernest Brown,72782 Lake View Terrace,Patricia Holmes,2 Maple Wood Drive,3/11/2014,85.449,$35778.37,Delaware,Colorado,1172264,91567,30712,44060,83356
124,James Gilbert,1661 Lillian Alley,Bobby Hicks,46 Calypso Trail,6/12/2014,30.269,$84213.57,Wyoming,Rhode Island,6246955,19314,63133,28002,71864
125,Joseph Simpson,1196 Burning Wood Lane,Jimmy Cole,01137 Texas Street,4/19/2014,47.754,$46548.42,Arizona,West Virginia,4686878,12144,68944,2784,68394
126,Tina Freeman,2 Boyd Point,James Ferguson,3521 Paget Pass,5/1/2014,8.033,$87916.75,New Jersey,North Dakota,5282392,37712,30652,35722,30957
127,Debra Dean,4712 Dryden Circle,Steven Hayes,14 Spenser Way,11/18/2013,49.172,$95368.74,Nebraska,Alabama,3078218,44332,91171,27837,73227
128,Mark Perry,07 Cardinal Crossing,Jean Sullivan,15 Truax Junction,5/2/2014,53.99,$33827.41,Delaware,Kansas,3728439,66401,89705,83662,88863
129,Virginia Chavez,12 Waxwing Hill,Matthew Oliver,2 Grayhawk Center,11/30/2013,23.823,$38841.59,Louisiana,Massachusetts,9763419,15696,23606,58384,90752
130,Carl Harvey,3894 Becker Drive,Ruby Graham,79 6th Parkway,4/12/2014,61.816,$99233.15,Texas,Washington,1301074,78448,40518,25088,88998
131,Tammy Burton,46570 Heath Way,Jean Hayes,41 Eagan Road,11/2/2013,9.333,$93527.91,Wisconsin,Florida,8291273,67472,45332,79425,27884
132,Gary Morris,2 Waywood Court,Thomas Brooks,17008 Banding Park,9/17/2013,80.496,$26650.09,Georgia,Virginia,6371214,88370,84636,13993,31896
133,Joan Carr,45 Towne Avenue,Barbara Ward,8 Thierer Road,12/12/2013,81.246,$57290.24,Oklahoma,Alabama,8076001,26845,88299,24149,16837
134,Todd Crawford,99 Gina Place,Robert Day,11 Drewry Road,7/25/2014,5.253,$892.66,Indiana,Wyoming,5441173,45207,23289,76675,26090
135,Judith Perez,9994 Leroy Junction,Maria Murphy,67 Warner Terrace,7/5/2014,77.113,$61974.68,New Hampshire,Minnesota,6961214,75925,26619,76868,80338
136,Mary Clark,1551 Birchwood Terrace,Steve Thompson,12 Continental Circle,12/15/2013,23.388,$50417.18,Michigan,Rhode Island,8745411,9618,75679,23445,39524
137,Michelle Moore,474 Knutson Avenue,Anne Clark,286 Sycamore Pass,9/11/2013,37.336,$78950.25,Illinois,Virginia,2631362,97476,15975,62613,67448
138,Karen Price,143 Buell Lane,Denise James,54 Golf View Street,9/18/2013,58.1,$25168.25,Utah,Montana,3148547,17865,99614,63367,15231
139,Kimberly Brown,2 Stone Corner Point,Gloria Sims,8709 Starling Hill,5/3/2014,52.49,$70769.91,Montana,Connecticut,5164767,52655,99961,15123,55242
140,Harold Hill,92491 Sundown Avenue,Kathy Andrews,7237 Shelley Trail,1/31/2014,4.057,$6441.66,Arkansas,Louisiana,1680337,87701,91477,85981,41385
141,Karen Hunt,95 Springs Point,Clarence Davis,4 Brickson Park Terrace,12/12/2013,26.562,$8102.55,North Dakota,Oregon,4289093,24540,59297,16009,47466
142,Ernest Willis,38223 Arizona Court,Alan Gonzales,81670 Weeping Birch Street,9/11/2013,14.676,$26053.76,Oklahoma,Arizona,5731627,58686,58448,72432,39511
143,Andrea Carpenter,55 Kenwood Road,Willie Lee,88606 Caliangt Point,2/28/2014,20.141,$32394.92,Connecticut,Alabama,7010446,30472,78155,63911,21012
144,Antonio Phillips,80971 Hermina Alley,Louise Ray,398 Daystar Road,6/14/2014,25.968,$92790.92,Hawaii,Arizona,8975358,50849,6871,54309,89057
145,Rose Richards,9560 Tennessee Avenue,Philip Phillips,81 Summerview Point,1/5/2014,75.938,$80851.83,Illinois,Tennessee,921536,4449,83288,44606,17496
146,Diana Howell,845 Twin Pines Alley,Jacqueline Simmons,62 Crescent Oaks Junction,1/10/2014,23.126,$21270.59,Pennsylvania,New Mexico,9772266,91159,51484,69191,76239
147,Jacqueline Dixon,0 Garrison Way,Pamela Stewart,587 Brickson Park Park,11/4/2013,54.146,$18954.16,Tennessee,West Virginia,7833828,1115,3011,87675,26800
148,Victor Harris,47 Texas Court,Carlos Martin,85240 Marcy Terrace,1/24/2014,55.007,$7717.53,Oregon,Maine,7497426,35717,35460,11294,89487
149,Louise Burke,649 Debra Lane,Jennifer Phillips,5413 Harbort Court,11/1/2013,69.796,$62197.35,Rhode Island,West Virginia,1496671,17066,54056,52604,71713
150,Frances Burke,9387 Hanover Park,Lillian Austin,2 North Point,2/23/2014,84.066,$57449.53,Delaware,Missouri,3183958,12027,36893,71260,8487
151,Irene Reyes,243 Sutherland Junction,Eric Dunn,6 Rowland Place,7/18/2014,6.28,$41616.15,Kansas,Oregon,4084556,61971,3451,12753,92438
152,Marilyn Andrews,1655 Spaight Street,John Reed,185 Bellgrove Point,12/3/2013,13.131,$73660.48,Oklahoma,Florida,6323718,33251,71193,13214,66596
153,Judith Fisher,966 Florence Drive,Harold Webb,5 Hazelcrest Parkway,7/1/2014,98.18,$48253.33,Texas,Missouri,6985259,85653,60108,16723,74293
154,Martin Hart,6 Dapin Trail,Martha Lopez,340 Farragut Plaza,8/27/2013,93.593,$62670.21,West Virginia,North Carolina,7063109,91573,49125,59489,74575
155,Melissa Cole,82497 Hoard Point,Eric Fuller,4084 Debs Junction,12/11/2013,82.013,$75799.11,North Carolina,South Carolina,4790299,87543,77474,82504,7177
156,Virginia Pierce,87567 La Follette Lane,Lois Meyer,34635 Cody Center,11/17/2013,3.299,$63054.61,South Carolina,Maine,1415753,46448,3586,35695,18148
157,Gary Hunter,84730 Roth Parkway,Paula Stewart,761 American Ash Street,2/15/2014,19.336,$27504.33,Colorado,Nevada,6371878,23498,54111,53698,88941
158,Clarence Fields,51 Surrey Drive,Willie Lane,618 Blackbird Hill,7/17/2014,98.178,$51360.18,Colorado,Tennessee,7457638,24209,87264,9693,62506
159,Norma Gomez,8322 Dovetail Avenue,Heather Brooks,480 Parkside Drive,9/9/2013,36.845,$11350.85,New Jersey,Alaska,7908389,65151,48729,49484,83694
160,Irene Holmes,130 Sundown Parkway,Craig Welch,7236 Red Cloud Road,3/21/2014,51.52,$47167.61,Wisconsin,South Dakota,2898827,66420,6013,40414,63641
161,Walter Morales,52 Northport Park,Donna Lane,17 Myrtle Drive,10/20/2013,69.419,$62017.98,Maryland,Texas,3141353,58509,8662,71470,72091
162,Marilyn Reynolds,159 Kensington Point,Ryan Armstrong,7 Waxwing Terrace,1/4/2014,87.022,$68916.38,Alaska,California,7032604,24898,65271,48540,20530
163,Clarence Martinez,0 Ramsey Junction,Harold Lopez,9356 Farwell Park,12/6/2013,15.724,$40644.66,Maryland,Pennsylvania,5970704,79665,87073,69971,19356
164,Albert Jenkins,1732 Grasskamp Pass,Justin Thompson,214 Iowa Way,11/15/2013,34.336,$14958.34,West Virginia,Missouri,8552236,7254,73012,38105,19677
165,Jason Phillips,5 High Crossing Trail,Jessica Brown,74 Reinke Avenue,2/17/2014,96.303,$9804.59,Nevada,Alabama,1978184,57434,86664,98289,91261
166,Barbara Black,26755 Manley Way,Jerry Barnes,0 Becker Place,11/12/2013,25.166,$73265.47,Colorado,Vermont,29592,70893,79211,20674,24049
